Screen Name;Is_Bot ( 1 for Bot / 0 for Human)
@hamdanbelloqdmd;1
@mobarakmosaolzr;1
@Alialyoubi;0
@abboudabdeliudm;1
@ayedrajah2014;1
@KDM2083;1
@shadimesawimhdk;1
@ahmedmeh7;0
@saidromizmwiamh;1
@saroonh_aljbale;0
@daaaooom77;1
@moustafacairo;1
@AlatifAAli966;0
@faisalmishref;1
@hla99;1
@AbduMuanis;1
@salehemlhea;1
@abdallahalscuaw;1
@mohibargawijiuh;1
@osamahrashetjnk;1
@sam77111;1
@emarketingma;1
@hend_elshwmi45;1
@AAbuzahra0;0
@khalidabdulila2;1
@radikaririsztgh;1
@hazemmaraybqqeo;1
@helmiammarxzzv;1
@FtamiBentRashed;1
@gharamm_far7aa3;1
@moradaboraenhtn;1
@hessa_t95;1
@Hattpost;0
@alietabixpwwoca;1
@3asemy;1
@ghalialsh;1
@nd11000;0
@emadbakarvmzb;1
@abdlerahmaniwxa;1
@saifgemaliurumi;1
@azzamshelwymmnm;1
@M7medTamiaat;1
@Rfa3eeAhmed;1
@Q_love15;1
@salehkahtieaedn;1
@mekhlefbenghunp;1
@baleyadah;0
@farhanbehegdevs;1
@nornageyriurmyh;1
@ayyadharbyjcfjf;1
@moabergawhabptw;1
@rowad_riyali;0
@Murad_alz;1
@elawiahedabzztm;1
@A_3ainain;1
@fouadgilaneqnb;1
@Alamaldine;0
@abdullahnahzoou;1
@sherifswigytfkf;1
@mwafaq55;1
@makabeeel_ali;1
@RFAhli37;0
@s16f15;0
@mozkergarahfeiq;1
@mozidabbodfheun;1
@sayer3alanzi;0
@OharbiOwaid;1
@Fahadals_55;0
@faizmohammade;1
@wasimtawabqknue;1
@mahammeddabuvbc;1
@yv7jlD380c0On4c;0
@nabildabanxszqo;1
@marwanfayezlmne;1
@gazizeyabibddts;1
@Elsal7yFraag;1
@OXD1JC7x6m1xMIu;0
@badeahallosvend;1
@alialghamdi81;1
@mogran7;0
@saifbenhamagzcb;1
@eissa_almosawa;0
@Douomi;0
@2ena_elka3bi98;1
@FahadElsalmoluy;1
@aminbekhetavfae;1
@alinadimmcjc;1
@nagizaianibngiq;1
@masfe_alrashede;1
@gntlman_riyadh;1
@AlmaroufSalem;1
@sl3sl;1
@hamedsheteflhsa;1
@mahmodahedaqhpa;1
@abobakrhakmkcev;1
@ziadasiri7;1
@Abdelaziz03Sleh;1
@redanazirnftm;1
@hasindabealxmtp;1
@nagibshamriwjxq;1
@RamiAbuAllsamen;1
@hassanalharih;1
@naserhaialeblfv;1
@algoha333;1
@reyadbahrixbtje;1
@khaledkabdyndhb;1
@amnamalki2;0
@sul535;0
@azzamkemeryxfxb;1
@wafiaalispdsxdp;1
@salahghobervzac;1
@uypouseff;1
@elawiarkanidkgj;1
@barqnewskw;0
@3eedElshahrny;1
@abdullahhenber;1
@abdelbarifarkvn;1
@tamerammareahd;1
@yasulaimanalan2;1
@khalifahbelyuvu;1
@mohannadbenxsks;1
@alatayabii33;1
@Maj_Khah_Kan;0
@zafershattyrhbl;1
@abbasshahrigmfh;1
@nayefarkanifegb;1
@abdelgabbaruzjo;1
@samimarayabxdxd;1
@farahkoranitiih;1
@walidmosedjcsst;1
@azabmoflehqxhyy;1
@SamirYoussef;0
@taherbenmoaveeo;1
@mido2008ss;1
@khalifaAlyami;1
@adamdafrfmeb;1
@alsaif9;0
@rouyauae;0
@19_dhm;1
@hamidmedeatktit;1
@badrbasehilggq;1
@Novemberiya;0
@halilbenradcuwv;1
@salmanathatekgq;1
@Dubainightlife4;0
@abdlerahmaniqns;1
@DexterMosul;0
@SA__7r;1
@hashemmashadomc;1
@zahereteqrqqb;1
@omairamishnunw;1
@coolfalehabdull;1
@moroeyshebecwci;1
@shabibmasha3eeo;1
@AlakhbarNews;0
@gobranshebldmbn;1
@al7arab4444;1
@turkiabdullatif;1
@ryanmortada34;1
@rahkalshekhqxla;1
@faaheed1413;0
@khalafshamreewh;1
@abobakrmanifgvf;1
@sniar2020;0
@hamadnagafincag;1
@elawinadimjybge;1
@matarkahlcrvmbc;1
@ahmaedesumia;1
@_iah90;1
@saelquhtanivvwy;1
@omardehesiiglf;1
@salehalalikjnjj;1
@ALhufah;0
@aabdulhadiismai;1
@karimfaflykzxoz;1
@aidhotyedik;1
@tagrebelm1;1
@khaliltamimglsf;1
@farrasmashrudzd;1
@aboalkersda3ada;1
@awwadmanieavzse;1
@Razan0Sindi;0
@suleman_elqzlan;1
@Arabtourism_org;0
@108_597;1
@i24NEWS_AR;0
@faeaueiad;1
@faragshalhoagmv;1
@alhdesiy;1
@m7md_elb3egi8;1
@mazenwakedtbdt;1
@tawfikezeqieasp;1
@kahraman__gold;1
@gaberahdalwfind;1
@zayedalqahtani3;1
@elrakhes;1
@da8iman42543;1
@hammodshaqrlmai;1
@abdelgawwadwpfb;1
@Nonmeem;0
@alraya_n;0
@saifmdalkaabi;1
@AAliahmari2016;1
@elgamaaz;1
@faisalatragiczv;1
@xoxo7260;0
@jabalemarati;1
@AlayobeDr;0
@fadiazzamepkjij;1
@moagebdalimolof;1
@abdelrazzaklpqz;1
@radwanbekheygoy;1
@yasingaserspayg;1
@zaidhayelfccy;1
@mohameed_yousef;1
@aidkatbiwenubzh;1
@mahamedaalihzze;1
@khalilghaneqgce;1
@rayanaboraewsvw;1
@gobranmesebsajb;1
@shabiibwe;1
@abdelgawwadvjgu;1
@nooralbahraini;1
@hesa_abdelaziz4;1
@m_sharabi92;1
@taisirrohaiknlp;1
@sahlkhaddamntkt;1
@mohammedmesfoh3;1
@hammodmakkimwhz;1
@soltanrashed1;1
@alsakafiie4785;1
@taherthebetduqp;1
@saeed7781;1
@alkoraniie147_y;1
@saraaabdallha67;1
@ahodd_elzahrani;1
@JorFahad;1
@abdelmegidsfokg;1
@bekhitkarimiinh;1
@sporty_24;0
@salamahdoayrnjz;1
@AlRajhiTakaful;0
@noredianyrwiwff;1
@DchcHqoxEvuDJw5;1
@osamahdehesrpyk;1
@unik2222;1
@molkabgawhadfpp;1
@alwalidbnhahlaj;1
@abdelelahhaqnjs;1
@7asanGhanm;1
@AQLEEAAT;1
@omarargawiurgni;1
@zaidalotaibi16;1
@khaealddewei;1
@nafibasisi;1
@noufsnalbuaijan;0
@mahdiagibylkmkk;1
@1974___b;0
@nezalogaimyqiab;1
@abdelmohsenouun;1
@saherwafivrop;1
@mohammedfarpsjx;1
@elewinadimpzoto;1
@AL_3AFAR;1
@radwanabboduorz;1
@qasimalkhsavai2;1
@zekrybenhamxsdu;1
@omairoqailgtby;1
@mahditayyassmpc;1
@arifrahman9651;1
@kaseddahhaslusy;1
@omarrr80;0
@ZezoAlshaeb;1
@dhoooom_2020;0
@aliomaraliomar2;1
@Okaz_Policy;0
@mahertwigryhuvg;1
@SaedddHussenn;1
@fadishamranawte;1
@allagai68;0
@Hizoom77;1
@EbnlJzrh;1
@adamhamdiuhxpju;1
@HomoudAlyahya;0
@slmaj_3_j;0
@abdullahalmnpih;1
@ArabMediaWatch;1
@AlmghadFaleh7;1
@matarkhawagkmzg;1
@redcurtainsco;0
@AlzbdyHamza;1
@defallahhadnixs;1
@ghalibalmutair6;1
@boshra_el3mani3;1
@s3od_el3merii34;1
@mnsor_elfagry;1
@mazen5767_farig;1
@rasha_elhagi556;1
@1960___l1;0
@missksa2030;0
@saifmetewikwxqg;1
@G_G515;0
@ateyyasabaybbvt;1
@talhanbenhapock;1
@mohammedfayez24;1
@elawihassanivwa;1
@abdelrazzakpiuk;1
@majed13k;0
@elkahtanii_saad;1
@ghalebalshahsgm;1
@zakareyazefzyhv;1
@amgadbellosjtwj;1
@yehiaaltalewxpw;1
@2Abdala;0
@abdelwahedkxfsn;1
@abdlerahmantgij;1
@noontaiz2030;0
@HammadAljuhani;0
@dahomabdrabywvb;1
@souhaybjawhar;0
@farrasgabalqsyi;1
@ahmedmestafa662;1
@ahwd_elghamdi45;1
@DrSara76706111;1
@nezaltowalevook;1
@alyhalwanikxlz;1
@pconsultacademy;1
@marwanshokyizle;1
@henad_materr56;1
@7amodElrashed;1
@ellharabiii_aye;1
@elawizebalikebi;1
@aldarawaesh55;1
@jameel_hazzazi;0
@mohibferehuslv;1
@salehalmageaczp;1
@salehsebeacgkh;1
@Abdulaziz_H96;1
@ana_saudi29;1
@hamidbenazzuemv;1
@tourhasa;0
@gawadawadykoyc;1
@mekrenabdelfkzn;1
@MethannHnfff;1
@mokbelbenhailxb;1
@ebadisodaisigsf;1
@abdelelahaaysfr;1
@7amadEl7agraf;1
@marzoq_abdel3al;1
@dhaferidosari;1
@kasemmeakalrdjl;1
@RayanNaser7;1
@wahidabbodfxeo;1
@raseef5;1
@alialazmi16;1
@saadsh198;0
@DailyEmail;0
@kandar_1;0
@elharessssemoha;1
@barakatbensjgxo;1
@amrerashodigxkc;1
@mheadidy;1
@sharqkwnews_brk;0
@asimmfq;0
@yahyaib42365220;1
@tifosport;0
@abedalla267aran;1
@husseinmuscle1;1
@karimmohgemzcmd;1
@abdelkaderroeyf;1
@AlwatanSA;1
@SalahAliQ;0
@bnahameed_alab1;1
@makbolarkanmdow;1
@alsha_galebmare;1
@defallahbeavrgt;1
@tarekmenakegvtx;1
@Mohammedj288;1
@ha_m6d_66;1
@abdallha_abdel1;1
@SaerrrRrdeee;1
@sadeghisir;0
@SaudiProject;1
@newidea100;1
@salembahmam33;1
@kolebharazipcij;1
@eldagheshm;1
@khathaa_nahed;1
@nwran_el5yari89;1
@SalmanBinS11;1
@kahtanbenrasxmv;1
@fahdmezheruuzd;1
@ilililh20;1
@mekrenzibankkcx;1
@saedkenaeykeibs;1
@anturtamimelsei;1
@noura_025;1
@EwanRecruitment;1
@AliOyazidi;1
@zakareyarasebwy;1
@taherbenmesowaz;1
@NezalElsahbety;1
@sqb991;0
@tamermemaryfusi;1
@Ray_ksa2015;0
@gamaloraishzjnw;1
@salem_alsanyaa;1
@mozkerrobaetjkj;1
@Mat3aibA;1
@awwadalhofaprsp;1
@khalilowiraksax;1
@ayidabasylnwv;1
@bekhitfawzagagr;1
@othmanrashirhyo;1
@mahamedghazodck;1
@abdelazizarnfpk;1
@bargall44;1
@abedalrahamn_m1;1
@insFaith;0
@atefmowaledazpy;1
@waled_elkhalif;1
@abdelfattahjeon;1
@WafaaAzab;1
@ebrahiim41_3oma;1
@abdelmohsenagec;1
@alnasssssrawy;0
@elamary633;1
@mohamedfayanxst;1
@safwankattathog;1
@Darahfoundation;1
@khalidarfag2016;1
@hamidanmataiwld;1
@naifbinabdull11;1
@SalihhhKrbeee;1
@ahmedalawada1;1
@Lekaakw;0
@saeedalmoufarr1;1
@m7md_yaser948;1
@iyiy241;1
@aymanmohammedl;1
@galalmosedlsjwl;1
@damenabdelkidhi;1
@alkahtany769_sa;1
@ateyyabanigcgpp;1
@0p8yi5AqGFrdIGt;1
@dahomabogawqnol;1
@loaialyahyai;0
@zowibanbakazqxj;1
@ebadiabdrabebvs;1
@misharsaad1;1
@wesamshetefdtex;1
@warhanakhdatrno;1
@fawwazazzazegbj;1
@hamedhoran;1
@mostafahailjvcz;1
@gazifalehreoa;1
@abdallahgiltpfh;1
@elsaqeeh;1
@haithamfehedqdj;1
@salehassaftlpv;1
@marwanbenatsqwh;1
@alaeafee021hasa;1
@FarisAbaalkhail;0
@aidowiranxvyg;1
@TopSaudiNews2;0
@Yusuf7Omar;1
@mohamme74129950;1
@elewiesajwwk;1
@JoAshkar;0
@mozidamishgmafg;1
@shaherkabirimvv;1
@luv_note;0
@musaad_mutairi;1
@omairdebetyzsxy;1
@hail6116;0
@rgaa605;1
@sawadaaan_faiez;1
@bakarii5_gg;1
@moaberbengofxvt;1
@moagebnassebxyt;1
@Bttsal;0
@Alazzabb;1
@muieasebah;1
@captin_16;1
@GhazyElsaqafy;1
@alrawakiie033;1
@vsira_v;1
@hanii_mofed8767;1
@Z1o2h13o4r5;1
@abbasghamedzybl;1
@gawher_elshahra;1
@wadha909;0
@abdelmohssenelg;1
@ayeshmaterixmle;1
@bnmanaswermoham;1
@moabermosapiwpb;1
@Sparrow8877;1
@kaednayefmtsg;1
@nbelllllllllll1;1
@sahlhasinycpoyz;1
@abdelmegidsaaqe;1
@gazikumekhzwitz;1
@khalifgemallxsd;1
@shah2014_s;1
@3amerMosaad;1
@romehzaianimqgf;1
@abusaud_2030;0
@saleh_qahtani45;1
@Abohussen700;0
@hamidanhallnjmx;1
@abrahiiem45_als;1
@khalilrashoopnw;1
@sakrsahlidtag;1
@waelmohsen;1
@DMedicalinfo;1
@rashedghazazfqx;1
@Dr_Farhan_Obaid;1
@ManalAbdQat;1
@alzaobyanie44_3;1
@nofsuleman095;1
@wahidzahrandlrv;1
@eyadboadanikpbw;1
@sama360sa;1
@saifaboghalxowu;1
@jj97windowslive;0
@mofaleahesuie;1
@mSkeuse1862;1
@hasinbenazzwcqj;1
@79r2zRHJX67huqY;1
@zaieadmeuei;1
@zakareyaalzlsgw;1
@saidsehemisabdk;1
@salehsawwantgrh;1
@Levitate_0;1
@drassagheer;0
@Mnahi983Nayef;1
@mekhelowaidewyl;1
@aweieademiui;1
@Aisha_Sliti;1
@omairharazixhqk;1
@khalifmezreksvx;1
@sorormoshelloot;1
@reehamAlnafjan;1
@talhanarkantgny;1
@hya_ghazi8999;1
@abdohasinexacpl;1
@ahmadshaibaftwb;1
@xZP40cRAbOSJhgZ;1
@khalifalamiexmk;1
@mossaq80;0
@mvuzrehaily2016;1
@managaaa_bandaa;1
@abdulra62098646;1
@AhmadAli435;0
@En149;0
@rahkattasabpm;1
@tU0EVzWycmkwa9g;0
@fawwazmenakfvrl;1
@faieizsueia;1
@zaidatifolfu;1
@rahmanwareid;1
@osamahghanehcvg;1
@mansourehueia;1
@halilgholafsowk;1
@ssolimaddd;1
@thamerqadijztd;1
@Malbal50;1
@naseroraikiadsf;1
@hdateeq;0
@makabawal_moha1;1
@alrawayaliie33;1
@imtiaz741;1
@Nyphoon966;1
@hashemowaidfgzy;1
@alfadda_hamed;1
@adikebeshywxeib;1
@medanihoshaufel;1
@damentamimygbbi;1
@almazyani_654;1
@kasemsafwanvwih;1
@hamidanbenayjvo;1
@haidermakhasgnm;1
@nana99708683;1
@fayedkadimiorep;1
@osamawaledd34;1
@alsahianm;0
@alisahliddbgpqi;1
@ayeshkhathlntwd;1
@JoufyE;0
@iberahimejeiuf;1
@khaledshoebqiua;1
@abdelazizbedpyx;1
@_Alammari_;0
@abdulrahimalgh6;1
@moazabdalyesbsv;1
@dr_zamz;1
@abdallahdroegrk;1
@farhanshamrwayb;1
@nasserahtani1;1
@bnebrahim_hasa1;1
@EasternJobs;0
@seha2017;0
@redamehaniavric;1
@hamdanmeatapepv;1
@yeaseareyeha;1
@ahmedha71975926;1
@DarAlimantv;0
@HadyElmt7amy;1
@kolebaalibdvk;1
@nayefmesebewvuz;1
@faisaltamippucz;1
@Alkazimijewelry;0
@mxmx188;0
@moazboadanikouj;1
@easaoufanplhxyk;1
@UmYg50;0
@yehiahelebyqfgn;1
@ks_alhamdan;1
@fahd_el3tebbi34;1
@fouadkaroubfclk;1
@Saudi_Affairs_;0
@arefdakhilngybh;1
@abomohanad_jo;0
@abdelwahabbviuc;1
@baselkahtanpzen;1
@turkialmoryiubj;1
@sulaimnalqarawi;1
@ahmedghannasfku;1
@AldhganiyKmaal;1
@HFLAT7;0
@abdelelahbexhuz;1
@abdelhadisaman1;1
@medanirowihukbv;1
@abdelmegidscsgi;1
@mosamoshelsiqg;1
@nora_elhaqbani4;1
@Abod_sh11;1
@mesee33ed_ahme1;1
@ayyadazzamprbi;1
@abdelsalamfpdnd;1
@mssaadd_balawii;1
@ncgfpr1;0
@mahamednagacyrd;1
@baselbensouovfa;1
@souleym54;0
@sahlrafdahutloh;1
@Mgrady2011;1
@asemfawzanhtvkk;1
@SoltanElzagheby;1
@Homeworksarabia;1
@omairnofalijdpo;1
@nahlah_aljammal;1
@yosefzoherysfjr;1
@saudi_SYR;0
@almattereee4571;1
@elharabiie02201;1
@mohammedghaqxxz;1
@ebrahimneamjbxb;1
@RTArNewsRoom;0
@Mohammedalkar14;0
@fahed_alshmar;1
@AlAraby_Gulf;0
@matarmarmyjjnfo;1
@badeamaterimzhq;1
@malekbalwiyvnhp;1
@solimanshaiwxpv;1
@hassanelhuea;1
@seeseeyou101;0
@khalidbinmishaa;1
@nagibsowaimxwwj;1
@AliTaha67;1
@helaluae;1
@RAFRAFI_MED;1
@rahkoqailczlc;1
@halabybadwihjpa;1
@Azzam2747;1
@khaled_elzahran;1
@al3atyabie47ali;1
@qi_ip9;1
@yasinbaqervcms;1
@alalnkriy;1
@moabersahiaujyt;1
@adelabdelrasfkj;1
@sultansaeedan2;1
@abdulla79317607;1
@3edddHhmddd;1
@KA2HytgbnbbpUqF;1
@alithanyanvrlaa;1
@ayyobgeghadmeoe;1
@husseinaljuha9;1
@nahla_elkhzemm3;1
@jobs20e;0
@Abrahiiem4;1
@elmoznn;1
@zekryhakmypndk;1
@romanalbaha;0
@marzoq_3essa977;1
@OKAZ__Opinion;1
@NnsarrrZzbedeee;1
@2006vip;1
@yahiasadamyovqf;1
@karimmarayofwut;1
@Egemonline;0
@mnsur12363;0
@sallamtemehbwaj;1
@akeelsolaem;1
@sororlafihliytz;1
@ramzysawwanfvqt;1
@abdallahkaltzvt;1
@AlharithKhalied;1
@abdelmegidekexi;1
@dahmaw566;1
@uae6984487;0
@wahidrefayirfx;1
@warhanafshrkww;1
@almgadey;1
@mahammedkhaczpz;1
@tamerzebaliujhq;1
@Qa3EVHp7WOukj0v;1
@ragehdromiimgbh;1
@modhygarahoykb;1
@jameaenhueiea;1
@nafeahamamizfle;1
@ma3aazze_moqaad;1
@moabermeaqlnlsl;1
@sa3d_m7md4565;1
@alidosaryzrux;1
@maithamrush;1
@Mas3od973Mt3b;1
@elabeleeyawsaef;1
@Kalmuqdad;0
@alyhemalymssc;1
@hamidanrashjyrf;1
@raadherefinncup;1
@H_mohtam;0
@FREE_TV_SYRIA;1
@abdellatifkulba;1
@abdullahalfawz9;1
@salemfakehey;1
@mohammedmofiica;1
@Abdulmohsen_F;0
@defallahberiozs;1
@etabb_magdi455;1
@wasimbehegyjujc;1
@akramalgohanie7;1
@shahertowallnsn;1
@whrdmena;0
@NayefBinMamdooh;0
@AlghdeeanJawad;1
@mom32100;1
@A_Alebraheem_;1
@z84147460;0
@w_alwdaany;0
@maatoqshoeyeufd;1
@fayezmarayjexrp;1
@S33d_79;0
@hawa_algharbi;0
@alishoeyfrramne;1
@Maqarcom;1
@zaferqadiqwsh;1
@safrrzben999;1
@H__TDY;0
@fahd_ibrahem998;1
@03Nader;1
@saadalzuair;0
@mashareef_aliii;1
@walidtayyebduun;1
@gaber_sa3d;1
@ayeshshamantvoh;1
@othmanshafateuh;1
@K______om;0
@mQivv;1
@Sa3dShetwi983;1
@RdcVLAf2FyypkMx;0
@3aedElm7mady;1
@bi_911O;0
@madinalawyer;1
@dr_najibamutahr;1
@al3omare22;1
@alidalimpxgkzpl;1
@misferbinmoham1;1
@talalalenzi10;1
@mariam_abozeeb4;1
@oihamad;1
@MahmoudIbnK;0
@abdullahahmar14;1
@gabergabrcygy;1
@Kalema_News;0
@Gom3ahYaqoot;1
@gamel_aboelglod;1
@magic9999999999;0
@anfal_fahdd46;1
@gaberhemalydoxl;1
@makbolshohaquyc;1
@zakioqailylxjr;1
@snka123;0
@main7k;0
@adimahrouswciz;1
@abdelrhman_ibr1;1
@MohannaAlhubail;1
@mosasowaidaeggx;1
@elsabe7y;1
@v51eX99GVLm07TX;0
@okailezeqiksui;1
@ka_ber77;1
@mansour31297597;1
@tawfikherbajmyr;1
@abdulla41654795;1
@abdellatifrzfhp;1
@radwanshamrpolx;1
@Musaid_AlSohimi;1
@alialmirii;0
@magednohylxznzc;1
@TravelMiracle;0
@saifshetefihmsa;1
@khaledtalhynuut;1
@AsamaMubarak;1
@anwarsharifjkwo;1
@abdelbariarwabj;1
@norsederiqjah;1
@9991_essa;1
@Zafr7gazy;1
@rahkalsehemxtey;1
@sayedhamid19;1
@RimAndalossi;1
@tawfikshabauqgh;1
@abdallahsahutkl;1
@elmutairy44;1
@shop1947fans1;0
@betaletebiggilk;1
@Umbrellas_Ksa3;0
@ayyobaboraezytz;1
@majed_jalal;1
@ragehanbarioxmx;1
@jahwarya;0
@Na_Alhadi;0
@dheifallahahma4;1
@abdelwahedhuvhv;1
@shoaibatifrqff;1
@alolyarganirsod;1
@slemanataifqzlu;1
@elwymokaidcywdm;1
@moreomari;1
@essa_alomran;0
@shadimosedzmys;1
@aallmri;1
@ppeaceims;0
@mekhelanwaruswo;1
@KwtMagazine;1
@mustafaalshari9;1
@ib_red_b;0
@abdelgawwadrhku;1
@AlkwfliyMoufarg;1
@tamem_elmoteri9;1
@HassanAbdAli6;1
@alsharef99920;0
@yosefghalebqayj;1
@md_tkafol6;0
@gobranshohagguk;1
@zamelremalipgfi;1
@ali95hajeya;1
@saidtailsaidta1;1
@hamedbenmesljcg;1
@badrmoflehudur;1
@3abdoEl3asem;1
@khodairrathhhim;1
@rahkmataruewqkv;1
@al7arasee888;1
@fayyadmehedsjyl;1
@almonifi92;0
@RajaChemayel;0
@fahdsareaurpe;1
@karimberghefvrc;1
@Kalsady10;1
@sawabelmatirie;1
@alhalali_777;1
@yosefobaidqzjw;1
@abmhwsgmailcom1;1
@bskom1;1
@salehelgrewi992;1
@MosalamSantaan;1
@aymanmannagxyh;1
@nwq8_;0
@alolykenaeyjdzq;1
@asemromeihrtvl;1
@mograhamaesseri;1
@ah_maliki;1
@halaal533_7araa;1
@aln1113;0
@awadamrivlsznsa;1
@hamidshamsiqnya;1
@khamesfahd;1
@metaebsowaizohj;1
@W0ndream;0
@as82073;0
@hashemabdalkiua;1
@ebrahimabdlgazf;1
@RealAmmarIssa;1
@alsaba7iiee1;1
@abobakrsabaywqo;1
@AboAmamah;0
@Tariq_Nasser;0
@hafiz23456_zaka;1
@mehannakhallwxg;1
@ayedbenhaizchnx;1
@yaisabinali;1
@abdallahmeneypn;1
@RenaultGAA;1
@esmaelomashycax;1
@7amedElra7elly;1
@alwalidbensqojn;1
@elawiamrizjadva;1
@toradsedericatu;1
@tuieabi;1
@go2018go1;1
@salmandabbayzzt;1
@mohibgerebymsvd;1
@Himo0o18;0
@alqttaf;0
@yahyaoilfaif;1
@sallamzeyabwbtq;1
@SellingGold2;0
@RaniaALshargawy;0
@hassan_m7md323;1
@barakaat_mabrou;1
@hosamhosawyowjc;1
@3yadEl7alilah;1
@karimzahranslli;1
@sakrmatarihau;1
@abokhaledjazy83;0
@barakat203;1
@arefshahranrdkq;1
@abkarr4856_hass;1
@SAGRALWATAN;0
@sotofkhodarxcdk;1
@yahiabenianlnzs;1
@sakrsowaidyubvs;1
@abdallhabarak32;1
@YyasennnSuper;1
@nagibbenesaihyy;1
@sawylam_alkasse;1
@AliElhajj6;1
@AteqqqqHhmddd;1
@aXAONeNOSeUzfOg;0
@aidfetenimcjz;1
@wardankarirzuja;1
@masoudgobaieiuh;1
@TU__Sport;0
@khedrkahliqeehu;1
@wahidataifagmdt;1
@betalabdelbhnqx;1
@moslemdakhebrye;1
@congrat72539157;1
@garaa745_kaleed;1
@rakansharwajeev;1
@Qatarhandball;0
@emadshabanyfmql;1
@elgamnemee_ray1;1
@zekrysoraihlpck;1
@50_605050;1
@mosameshetxngt;1
@gamalmahdistpb;1
@azabmaraycidkwz;1
@samirhalhamvkzr;1
@sallambanivzyy;1
@ahmedabogarkvvy;1
@mohamedeaiasiri;1
@hananawadd565;1
@NASnewss;0
@benmaguoz;1
@gobrankalbazfhd;1
@easasodaisyoxvc;1
@shymaa76193951;0
@kameltolihacmnc;1
@malak21337027;0
@anwarmoatyuizi;1
@AabdalahhhAeshh;1
@shaherherbawkfd;1
@ala3taya_66;1
@SHawsYqr7tdt7Bx;0
@ayyadalalickqkl;1
@abdulrahman9550;1
@osamahkhattxcos;1
@MOHSEN_ALFIRM1;0
@salehfeteninalp;1
@sa7afy_;1
@halilswigyfsqv;1
@abubaker_m;1
@ahmed4930;0
@a7med_ia;0
@helaltowaleosxz;1
@ragaaalsehefjlq;1
@TamkeenStores;0
@oudahmeghenilat;1
@nafeabentalmwqb;1
@abedallrahaman1;1
@mokbelsederphit;1
@fesal_hussein14;1
@kaedgarahcrdr;1
@hussein_saudal;1
@algradawy;1
@farrasghobepdue;1
@naderkhathlymbm;1
@HMidfa;1
@masoudbenazpfgg;1
@banderhegrizkus;1
@AweddaSaid;1
@tabukbird;1
@baselfaflykuzri;1
@alsadeeer_sauod;1
@rahkdarizujktwn;1
@asam1010;1
@Drtamadur;0
@radisoraihywfpw;1
@aidharbycgoqzlj;1
@moaidhmhalaiyo;1
@MahaProducts;1
@alhagyaliie7;1
@WrathYE;0
@asishaqryacssfv;1
@OkNews_kw;0
@alolyhalhamobjn;1
@alesayi_motors;0
@slemanfetenzzho;1
@saeareniei;1
@ghazi_alalawi80;0
@khlod_elmanea55;1
@aljbri80;0
@nagisororzvxwxo;1
@halabyowaisgbvp;1
@UrLolos;0
@Fi6As7AuSDWqUim;1
@saidmusabis;1
@moody21101;0
@6Altuwaijri;1
@abdalheakebeiz;1
@mohamedabakhie1;1
@aamqanzi1;1
@masoudzeyabvaim;1
@watdkw;0
@nagibslemlqvd;1
@bnmanaweer7_3ad;1
@Alaalkhassi;1
@BasharMofadel;1
@salehbanabdolah;1
@manahiQahtani;1
@ObaidOhujaily;1
@adelkhatervxvzz;1
@F_BB_M;0
@mehernouili;0
@ElnakhlyHelil;1
@osamahbelelxvso;1
@medanidabbahbco;1
@yosefabdelbghyu;1
@Mohammedalanzii;1
@gamalsahlijqbtl;1
@braintree09;1
@haithamfaleifkl;1
@Ct0qE;0
@wanisbadwihhkwi;1
@magedhakirhnidf;1
@emadalshekhkksx;1
@solimanhendsefg;1
@easabederiowq;1
@GhanmElmwena3;1
@m7mdelamen8;1
@yaseretabimvopn;1
@salamahgemawdxm;1
@mariam_elshamri;1
@solimanbadwbxmu;1
@mohammedqarni4;1
@naeafaeehaem;1
@hosssam_ali3423;1
@YouseffSeff2014;1
@madhhaj;1
@AlziabyEssaf;1
@zowibanharoztkc;1
@alolyazzazmnbes;1
@1BadrAlmalmy;1
@fehedferehpdqxy;1
@damenghannaltlv;1
@toradsharifskvp;1
@HusseinMotawea;1
@akrambenesadawa;1
@kaedhendimswv;1
@eliasyamanijwyf;1
@mosfer_el2ahtan;1
@alwaleeid33;1
@fawazwael2;1
@aabdulrahmanha1;1
@easaaalifyxy;1
@mazenheqelukrae;1
@naserdakhilubjc;1
@toradhamdicdhay;1
@alkamali1985;1
@talhantarqizzej;1
@zowibanobaiovjp;1
@zamelarganiizgj;1
@alsoutnews;0
@123K0775;0
@toradgoghimrzrw;1
@falehaalinmcmiu;1
@saadayesh2;1
@rashedahdalwzhj;1
@arefghawirhrq;1
@redaredeniawasl;1
@helmiselmybmnyc;1
@AlgafarZahra5;1
@hamidanhamogzvx;1
@zowibanoreftzhi;1
@twit_24quran;1
@nnn2222fff;0
@mahmodbnhannrwv;1
@alyenadpziazhcu;1
@banadar4_hmd;1
@TarekAlsbie;1
@abdelmegidmjqds;1
@azzamgabouraifp;1
@mohammadalgait1;1
@arefaboghalttue;1
@calmqueenq;0
@bakeeet5511;1
@haifa_f_k;1
@wafitowaleyvxri;1
@karimsaeghhjbv;1
@oudahsowaidesrc;1
@abdellatifsthwm;1
@mo1111elkady;1
@tawfikghazajshu;1
@okailtayyarzzsf;1
@husseijuhani;1
@tareq7443;1
@ettifag666;0
@abuyahya1431;0
@khalafmelfi;1
@MUFARRIJ10;0
@maha_hadii456;1
@badrarareezwako;1
@easeaeda;1
@elrdiman;1
@damenzaianimsfm;1
